Transaction_ID,Payment_Method,Customer_ID,_Item_Identifier,_Outlet_Identifier,Transaction_Date,Units_Sold,Unit_Price,Unit_Margin
OD-1-33501,Debit Card,192,NCK06,OUT010,16-07-2023,1,88.49748541,74.66948183
OD-4-19799,Debit Card,437,FDW25,OUT018,28-02-2022,3,503.1458286,222.0501471
OD-1-11689,Debit Card,425,FDP40,OUT010,26-05-2023,5,20.9340788,16.21845531
OD-1-49620,Credit Card,293,FDU11,OUT010,23-12-2022,4,25.26137365,17.47933363
OD-2-71197,Cash,369,FDY24,OUT013,31-01-2023,4,459.3341727,315.7381479
OD-3-16006,Debit Card,311,FDW02,OUT017,06-08-2023,1,324.9458201,215.7644083
OD-4-30856,Cash,342,NCK06,OUT018,15-01-2023,2,60.79252454,48.39635864
OD-3-49241,Cash,450,DRK37,OUT017,17-01-2023,1,28.24807016,19.03728963
OD-2-45893,Cash,191,FDP03,OUT013,31-01-2024,3,24.15452268,9.352782596
OD-2-26690,Debit Card,361,FDY24,OUT013,01-11-2023,1,459.3341727,434.2798187
OD-2-10231,Credit Card,312,FDW02,OUT013,17-01-2023,4,147.6781996,77.12864516
OD-2-42288,Credit Card,174,FDY24,OUT013,01-04-2022,5,459.3341727,440.4197925
OD-4-48151,Debit Card,221,NCN53,OUT018,25-05-2023,5,23.64817326,7.570060445
OD-3-54484,Credit Card,407,DRF23,OUT017,28-12-2023,5,47.62581804,13.57192636
OD-5-57273,Cash,263,FDX49,OUT019,30-11-2022,5,68.09822206,12.18603123
OD-1-29069,Cash,140,FDX35,OUT010,05-11-2023,1,39.20682726,34.43980967
OD-3-49944,Debit Card,172,FDW02,OUT017,25-07-2023,3,324.9458201,13.66032885
OD-3-69506,Cash,165,FDW25,OUT017,25-04-2022,2,374.2385868,172.1713669
OD-5-48905,Credit Card,343,FDW02,OUT019,16-01-2024,4,181.9553208,38.17907465
OD-1-1495,Credit Card,158,FDU11,OUT010,02-02-2024,2,25.26137365,10.79149381
OD-4-8421,Debit Card,263,DRK37,OUT018,15-12-2022,4,13.43239109,10.49647989
OD-2-65174,Credit Card,426,FDX35,OUT013,24-02-2024,5,31.36302106,26.33316912
OD-3-18131,Cash,160,FDX49,OUT017,25-02-2024,5,51.27518652,3.720039713
OD-2-12726,Cash,212,NCK06,OUT013,03-08-2023,1,45.83808551,25.82457417
OD-3-23391,Cash,122,FDJ10,OUT017,10-10-2022,4,39.92726545,19.03819703
OD-4-60299,Cash,414,FDX49,OUT018,14-07-2022,1,31.27872377,24.08771053
OD-1-57944,Debit Card,498,DRK37,OUT010,29-07-2022,5,35.22690415,9.644081219
OD-2-46994,Cash,234,FDP03,OUT013,07-06-2022,5,24.15452268,4.067295307
OD-2-14674,Credit Card,451,FDX49,OUT013,08-07-2023,5,64.62947005,52.12611122
OD-2-45146,Debit Card,110,FDU11,OUT013,21-11-2022,1,36.50426854,8.733707557
OD-4-72340,Cash,103,FDF50,OUT018,11-02-2023,4,53.33961269,38.5813742
OD-4-15427,Cash,190,FDB05,OUT018,13-01-2024,3,78.25460112,63.26769541
OD-4-42495,Cash,232,FDT48,OUT018,16-01-2024,3,370.5782602,176.8788966
OD-4-52054,Cash,408,FDB05,OUT018,22-02-2023,5,78.25460112,69.5064294
OD-4-51903,Debit Card,371,FDT48,OUT018,12-04-2023,1,370.5782602,360.9362968
OD-5-66694,Debit Card,116,DRF23,OUT019,19-11-2022,3,57.34325593,19.70259713
OD-1-8792,Cash,174,FDS45,OUT010,21-07-2022,4,149.6696002,108.2531502
OD-3-13599,Cash,425,FDJ10,OUT017,08-11-2023,4,39.92726545,10.75406124
OD-5-48608,Credit Card,147,FDS45,OUT019,14-11-2023,2,240.4747147,189.8516958
OD-2-14865,Debit Card,279,DRE12,OUT013,02-05-2023,2,43.7959606,13.8321385
OD-2-60778,Debit Card,300,FDU11,OUT013,01-07-2023,5,36.50426854,32.59496698
OD-4-54443,Credit Card,272,DRE12,OUT018,25-07-2023,3,32.3065121,16.17237357
OD-2-44450,Debit Card,430,FDW02,OUT013,26-03-2023,2,147.6781996,146.095931
OD-1-65280,Credit Card,320,FDS45,OUT010,20-06-2022,3,149.6696002,130.4077987
OD-2-3949,Cash,431,FDP03,OUT013,05-09-2023,3,24.15452268,18.30636512
OD-5-22859,Cash,262,FDS45,OUT019,14-05-2023,1,240.4747147,0.327513452
OD-2-11518,Cash,293,FDP40,OUT013,28-12-2023,3,46.91868704,4.658763873
OD-2-7022,Debit Card,127,FDY24,OUT013,09-08-2023,4,459.3341727,17.30242015
OD-5-9689,Credit Card,405,FDX49,OUT019,24-08-2023,4,68.09822206,16.069888
OD-1-69278,Debit Card,155,NCU30,OUT010,18-11-2022,3,190.8290517,30.31950096
OD-2-56205,Cash,274,FDX35,OUT013,24-10-2023,5,31.36302106,30.28460809
OD-5-14749,Cash,194,DRF23,OUT019,24-05-2023,2,57.34325593,2.397250503
OD-2-42538,Cash,298,FDP40,OUT013,06-05-2022,2,46.91868704,5.106690813
OD-5-69542,Cash,331,FDF50,OUT019,20-01-2024,3,61.06231589,42.16142541
OD-2-22963,Cash,218,DRE12,OUT013,20-08-2023,2,43.7959606,10.7040472
OD-1-59721,Cash,263,FDP40,OUT010,15-12-2022,4,20.9340788,5.526086858
OD-1-72044,Credit Card,329,FDT48,OUT010,14-03-2023,1,458.0801032,425.5099493
OD-4-43859,Debit Card,148,DRK37,OUT018,02-02-2024,2,13.43239109,5.299958467
OD-2-55593,Cash,337,FDU11,OUT013,01-04-2023,3,36.50426854,15.73189816
OD-3-21497,Debit Card,183,NCU30,OUT017,05-06-2022,5,354.7770506,2.718033648
OD-2-74481,Credit Card,131,DRK37,OUT013,09-09-2023,2,31.2000117,21.39353425
OD-5-49973,Cash,228,DRK37,OUT019,13-02-2024,4,34.46407009,24.05454332
OD-2-36590,Credit Card,336,NCN53,OUT013,20-02-2023,1,44.12001739,17.58165028
OD-5-21899,Cash,220,FDS45,OUT019,30-10-2023,5,240.4747147,133.2273085
OD-1-37030,Credit Card,230,FDX35,OUT010,05-12-2023,3,39.20682726,6.648852101
OD-2-47355,Debit Card,146,FDS23,OUT013,10-05-2023,4,242.0787751,1.658675687
OD-1-66204,Cash,353,FDX35,OUT010,24-03-2023,4,39.20682726,37.87361086
OD-3-68888,Cash,392,FDX49,OUT017,25-04-2023,5,51.27518652,33.50327057
OD-2-60971,Credit Card,208,FDP03,OUT013,24-08-2023,5,24.15452268,9.345610019
OD-4-24997,Credit Card,103,FDY24,OUT018,19-05-2023,4,318.521843,301.5490712
OD-2-23592,Debit Card,235,DRK37,OUT013,01-03-2022,1,31.2000117,11.17114797
OD-3-75112,Cash,146,DRK37,OUT017,07-10-2022,2,28.24807016,17.08813115
OD-5-56512,Cash,355,DRK37,OUT019,01-12-2022,3,34.46407009,1.473551122
OD-1-29146,Credit Card,425,FDB05,OUT010,13-03-2023,4,28.03477811,4.69871409
OD-5-61131,Debit Card,322,FDB05,OUT019,29-07-2023,2,55.01119411,14.65298033
OD-5-33984,Cash,114,FDX49,OUT019,30-09-2023,4,68.09822206,57.4152629
OD-4-68208,Debit Card,404,FDS23,OUT018,16-10-2023,3,421.9002223,199.7703392
OD-4-10971,Debit Card,212,FDX49,OUT018,25-11-2022,1,31.27872377,24.4891536
OD-5-29700,Credit Card,160,NCN53,OUT019,15-12-2022,5,47.3451192,9.896272339
OD-4-24236,Credit Card,184,FDF50,OUT018,18-01-2024,5,53.33961269,22.44000675
OD-3-63315,Debit Card,351,DRE12,OUT017,21-11-2022,5,46.75249255,30.94427859
OD-2-40251,Cash,401,NCK06,OUT013,03-12-2022,3,45.83808551,39.66695088
OD-5-9611,Cash,497,FDS45,OUT019,27-10-2023,1,240.4747147,221.1113319
OD-5-14233,Cash,384,FDX49,OUT019,09-05-2022,1,68.09822206,18.48050258
OD-1-44391,Credit Card,310,NCN53,OUT010,02-04-2023,2,26.21917485,11.8579741
OD-1-20869,Cash,156,DRE12,OUT010,19-03-2023,2,43.82929381,34.76998459
OD-4-19796,Debit Card,313,NCK06,OUT018,29-12-2022,3,60.79252454,19.82125296
OD-2-35651,Cash,303,FDB05,OUT013,28-04-2023,3,67.97211434,14.10222668
OD-5-28057,Cash,243,NCN53,OUT019,30-10-2022,5,47.3451192,35.72170475
OD-4-38152,Cash,452,NCN53,OUT018,19-07-2023,2,23.64817326,12.08036267
OD-4-7659,Credit Card,375,FDW25,OUT018,27-01-2024,4,503.1458286,277.6357289
OD-3-58473,Credit Card,249,FDS23,OUT017,19-09-2023,3,232.6511894,125.847514
OD-4-43311,Cash,352,FDP40,OUT018,30-08-2023,5,34.42402725,7.694205256
OD-4-74093,Cash,482,DRF23,OUT018,12-08-2023,5,92.52553193,5.96477091
OD-3-28033,Cash,353,FDF50,OUT017,23-05-2023,3,83.66445872,20.17421801
OD-4-31303,Credit Card,233,FDU11,OUT018,16-07-2022,5,48.64363088,47.0362552
OD-5-1767,Debit Card,434,FDB05,OUT019,06-02-2023,5,55.01119411,18.23239221
OD-5-37218,Cash,432,DRF23,OUT019,05-11-2022,5,57.34325593,27.46353773
OD-4-28478,Debit Card,282,FDX49,OUT018,13-04-2023,3,31.27872377,18.56267956
OD-5-51577,Cash,250,FDJ10,OUT019,02-12-2022,3,32.19175988,11.77058455
OD-3-57000,Debit Card,105,FDX35,OUT017,09-06-2022,1,69.72216042,11.67429082
OD-5-58469,Credit Card,360,FDT48,OUT019,04-08-2023,4,451.8740318,277.723032
OD-3-65540,Credit Card,333,FDW25,OUT017,30-08-2023,2,374.2385868,152.7859082
OD-3-19417,Debit Card,340,NCU30,OUT017,29-07-2022,1,354.7770506,223.6311871
OD-1-21009,Credit Card,350,DRK37,OUT010,11-06-2023,3,35.22690415,24.93090766
OD-1-46201,Credit Card,177,FDB05,OUT010,09-08-2022,1,28.03477811,7.737007879
OD-5-14070,Credit Card,151,FDB05,OUT019,20-02-2023,3,55.01119411,27.55903256
OD-3-55343,Credit Card,253,NCU30,OUT017,03-12-2023,2,354.7770506,32.23613193
OD-1-7966,Debit Card,276,FDP03,OUT010,21-11-2022,1,6.860398537,3.74601595
OD-5-24248,Credit Card,103,FDX49,OUT019,09-07-2022,3,68.09822206,32.68132376
OD-4-26503,Cash,332,FDF50,OUT018,17-04-2023,5,53.33961269,44.78095995
OD-5-10006,Cash,350,FDP03,OUT019,06-08-2023,2,5.563407482,2.986204886
OD-5-52138,Debit Card,244,DRE12,OUT019,24-02-2024,2,18.82924101,11.95341755
OD-3-19892,Credit Card,231,FDT48,OUT017,27-09-2023,3,222.2090943,127.346813
OD-2-3082,Debit Card,332,FDP40,OUT013,07-09-2022,2,46.91868704,12.94690101
OD-1-7057,Credit Card,318,FDP03,OUT010,02-12-2022,5,6.860398537,5.034524636
OD-4-27583,Debit Card,344,FDX35,OUT018,17-07-2023,5,43.16332114,38.85830868
OD-4-5630,Credit Card,262,FDF50,OUT018,24-11-2022,3,53.33961269,41.18639564
OD-4-8005,Cash,105,DRK37,OUT018,09-07-2022,1,13.43239109,12.06273009
OD-5-54799,Cash,294,FDJ10,OUT019,11-05-2023,4,32.19175988,0.673460808
OD-5-23362,Cash,458,FDP03,OUT019,25-06-2023,2,5.563407482,0.849485953
OD-1-800,Credit Card,409,FDF50,OUT010,20-01-2023,1,26.88336657,0.650060259
OD-4-35078,Debit Card,213,FDY24,OUT018,28-11-2022,1,318.521843,143.3447289
OD-4-27562,Credit Card,151,FDJ10,OUT018,26-11-2022,2,100.8737031,75.53306615
OD-4-49908,Credit Card,120,FDP40,OUT018,16-04-2022,3,34.42402725,26.30248294
OD-3-10204,Credit Card,466,FDF50,OUT017,09-08-2022,2,83.66445872,48.48842678
OD-5-9113,Debit Card,363,FDS23,OUT019,11-08-2022,2,477.3320903,467.4046524
OD-2-34649,Debit Card,242,FDW25,OUT013,13-04-2022,2,224.6097496,95.30225135
OD-4-9172,Debit Card,380,DRK37,OUT018,12-06-2023,3,13.43239109,10.02765815
OD-2-42928,Cash,265,FDU11,OUT013,23-11-2022,5,36.50426854,26.78919634
OD-4-67743,Debit Card,483,FDS45,OUT018,17-08-2023,1,131.3570042,70.38792613
OD-5-66688,Credit Card,360,NCU30,OUT019,25-05-2022,3,327.2397316,46.89170691
OD-2-25486,Debit Card,122,FDJ10,OUT013,25-01-2023,2,26.21847015,4.31099201
OD-4-31278,Credit Card,456,DRK37,OUT018,06-11-2022,4,13.43239109,11.68929995
OD-3-18570,Debit Card,495,FDX49,OUT017,06-10-2022,4,51.27518652,1.941888761
OD-1-9717,Cash,231,DRF23,OUT010,25-12-2023,4,57.71182436,38.73109885
OD-3-31125,Debit Card,254,FDF50,OUT017,11-11-2022,1,83.66445872,67.16395618
OD-2-53080,Credit Card,499,FDU11,OUT013,11-01-2023,1,36.50426854,6.247479148
OD-1-45696,Cash,298,FDB05,OUT010,27-06-2022,4,28.03477811,11.47558291
OD-5-31290,Credit Card,405,FDW25,OUT019,18-02-2023,1,327.5622326,258.5750226
OD-1-13251,Credit Card,185,NCK06,OUT010,29-09-2022,2,88.49748541,67.32663235
OD-3-27134,Debit Card,164,FDW25,OUT017,09-12-2023,3,374.2385868,212.502088
OD-4-16029,Cash,401,FDU11,OUT018,11-02-2024,3,48.64363088,18.12144412
OD-3-50427,Credit Card,189,FDS23,OUT017,16-07-2023,5,232.6511894,66.05680822
OD-3-45016,Cash,383,FDW25,OUT017,21-05-2023,2,374.2385868,324.4184753
OD-5-15433,Credit Card,424,DRF23,OUT019,09-03-2022,4,57.34325593,53.28040995
OD-4-31608,Credit Card,406,FDX49,OUT018,23-03-2023,5,31.27872377,11.49772593
OD-1-41941,Credit Card,145,FDU11,OUT010,06-02-2023,1,25.26137365,24.23500476
OD-3-70709,Cash,400,FDW02,OUT017,31-08-2023,2,324.9458201,213.6766545
OD-5-76587,Credit Card,145,DRE12,OUT019,26-12-2022,1,18.82924101,10.70837234
OD-4-874,Cash,306,NCU30,OUT018,22-05-2023,5,288.2553715,232.0432615
OD-4-22240,Cash,284,DRK37,OUT018,25-01-2024,4,13.43239109,8.428058608
OD-2-68762,Credit Card,318,NCK06,OUT013,18-10-2022,3,45.83808551,21.77158409
OD-2-6956,Credit Card,320,FDT48,OUT013,13-07-2022,5,241.1920631,114.7076028
OD-4-58438,Cash,239,NCK06,OUT018,17-07-2022,1,60.79252454,58.96890453
OD-4-16076,Debit Card,338,FDW25,OUT018,23-11-2022,3,503.1458286,201.4691219
OD-3-27492,Debit Card,238,FDJ10,OUT017,30-09-2023,2,39.92726545,10.67359462
OD-5-70817,Credit Card,180,FDS45,OUT019,17-06-2022,2,240.4747147,126.9507825
OD-5-27567,Debit Card,179,DRE12,OUT019,14-02-2023,3,18.82924101,12.68973282
OD-4-21880,Cash,251,NCN53,OUT018,14-08-2022,4,23.64817326,5.999624842
OD-4-41137,Debit Card,210,FDP40,OUT018,09-12-2022,3,34.42402725,22.69942306
OD-2-2728,Credit Card,386,NCU30,OUT013,23-11-2022,4,226.8383278,82.90239501
OD-3-74068,Cash,376,FDF50,OUT017,26-06-2023,2,83.66445872,33.47555202
OD-1-23452,Cash,432,FDB05,OUT010,09-09-2022,1,28.03477811,4.017530491
OD-5-36835,Debit Card,324,NCU30,OUT019,21-01-2023,2,327.2397316,80.10957062
OD-5-13023,Cash,390,FDJ10,OUT019,03-08-2023,3,32.19175988,1.016307048
OD-2-57113,Credit Card,442,FDF50,OUT013,22-12-2022,2,43.32688484,25.52096803
OD-4-8186,Cash,184,FDW25,OUT018,06-09-2022,1,503.1458286,416.9439623
OD-3-5706,Credit Card,458,FDS23,OUT017,14-07-2022,1,232.6511894,141.6378936
OD-3-23774,Credit Card,268,DRK37,OUT017,31-08-2022,3,28.24807016,25.05751939
OD-2-76351,Credit Card,319,FDS45,OUT013,09-04-2023,5,207.6605809,96.90169007
OD-3-56511,Cash,416,DRE12,OUT017,17-05-2023,1,46.75249255,10.02962167
OD-4-2352,Credit Card,235,FDU11,OUT018,15-01-2023,3,48.64363088,36.51713782
OD-5-55956,Cash,273,DRE12,OUT019,18-08-2022,2,18.82924101,8.686447175
OD-4-13385,Credit Card,327,FDB05,OUT018,27-08-2023,5,78.25460112,22.98628987
OD-4-47036,Cash,271,FDF50,OUT018,08-08-2022,5,53.33961269,21.10101529
OD-1-62818,Credit Card,295,DRE12,OUT010,08-10-2022,5,43.82929381,15.18733229
OD-2-27506,Credit Card,120,DRE12,OUT013,30-01-2023,5,43.7959606,1.627932594
OD-2-12929,Debit Card,296,FDW25,OUT013,05-03-2023,4,224.6097496,169.7026796
OD-4-36022,Debit Card,302,FDY24,OUT018,14-03-2023,2,318.521843,279.0210214
OD-5-19592,Credit Card,356,FDW25,OUT019,06-03-2022,5,327.5622326,172.3297293
OD-4-27521,Credit Card,316,FDX49,OUT018,29-09-2023,3,31.27872377,7.934848182
OD-1-51393,Cash,356,FDX49,OUT010,01-02-2024,2,65.21470636,10.19260796
OD-2-69810,Cash,442,DRK37,OUT013,15-08-2022,1,31.2000117,22.09985678
OD-1-58176,Cash,273,FDW02,OUT010,24-12-2022,1,282.7576445,279.1663632
OD-4-76750,Credit Card,344,NCU30,OUT018,27-09-2022,1,288.2553715,98.83600086
OD-5-3401,Cash,280,FDS23,OUT019,04-12-2023,4,477.3320903,281.6864781
OD-3-51520,Credit Card,397,FDB05,OUT017,30-01-2024,5,56.90300263,21.0751958
OD-3-65595,Debit Card,474,FDS23,OUT017,10-07-2022,1,232.6511894,165.7719663
OD-2-66907,Cash,158,FDP40,OUT013,28-01-2023,3,46.91868704,0.960651778
OD-2-73145,Cash,164,FDW25,OUT013,26-11-2023,1,224.6097496,173.4543827
OD-5-913,Cash,153,FDS23,OUT019,23-11-2023,4,477.3320903,365.4480837
OD-2-2192,Credit Card,358,FDJ10,OUT013,19-10-2023,5,26.21847015,14.92475671
OD-3-68543,Cash,222,FDW25,OUT017,28-01-2023,2,374.2385868,25.27776637
OD-2-73645,Debit Card,228,FDU11,OUT013,18-09-2022,2,36.50426854,2.197375978
OD-2-43603,Debit Card,278,NCU30,OUT013,25-10-2023,2,226.8383278,23.84719491
OD-3-56585,Debit Card,271,FDB05,OUT017,02-12-2023,3,56.90300263,40.36656527
OD-5-69429,Cash,279,FDJ10,OUT019,12-08-2023,3,32.19175988,3.754754214
OD-3-55434,Cash,497,FDX49,OUT017,10-03-2022,4,51.27518652,6.151703817
OD-3-70974,Cash,321,FDW02,OUT017,12-11-2022,1,324.9458201,196.6843304
OD-3-48338,Credit Card,145,FDY24,OUT017,26-06-2023,4,489.9469666,141.5792025
OD-4-24457,Cash,201,FDP40,OUT018,01-10-2022,4,34.42402725,5.834282189
OD-1-36245,Credit Card,350,FDY24,OUT010,12-02-2024,3,271.9198837,48.61684609
OD-4-47882,Debit Card,248,FDT48,OUT018,14-12-2022,1,370.5782602,225.0155997
OD-2-28661,Debit Card,177,FDW02,OUT013,19-02-2023,3,147.6781996,33.79558934
OD-1-68824,Debit Card,193,FDB05,OUT010,25-05-2023,3,28.03477811,13.10668324
OD-5-25455,Cash,446,FDB05,OUT019,04-07-2023,5,55.01119411,45.59138441
OD-4-70667,Debit Card,363,FDB05,OUT018,10-04-2022,3,78.25460112,53.06263595
OD-1-41941,Cash,369,NCN53,OUT010,03-04-2022,2,26.21917485,4.444737651
OD-3-36685,Credit Card,341,FDW25,OUT017,04-09-2023,3,374.2385868,346.6262563
OD-2-23795,Debit Card,490,DRF23,OUT013,13-11-2023,4,30.09940708,25.25167556
OD-5-692,Credit Card,179,FDS23,OUT019,11-04-2023,2,477.3320903,413.1260632
OD-3-30544,Credit Card,340,DRE12,OUT017,02-04-2022,1,46.75249255,29.88707793
OD-1-2127,Cash,457,FDY24,OUT010,25-01-2023,5,271.9198837,159.555266
OD-1-14071,Credit Card,394,FDF50,OUT010,08-10-2022,4,26.88336657,23.09710426
OD-5-12087,Cash,484,NCU30,OUT019,24-01-2024,5,327.2397316,172.4913856
OD-2-16689,Cash,181,FDW02,OUT013,14-03-2022,2,147.6781996,50.61204621
OD-1-29948,Debit Card,431,FDF50,OUT010,24-05-2022,5,26.88336657,12.73520696
OD-3-75877,Credit Card,248,NCU30,OUT017,08-05-2023,2,354.7770506,43.40336393
OD-3-67205,Debit Card,392,FDP03,OUT017,04-03-2022,5,21.09502954,1.333130627
OD-3-7800,Credit Card,226,FDU11,OUT017,17-07-2022,4,39.40097257,34.29134248
OD-2-26746,Credit Card,191,FDW02,OUT013,16-12-2022,5,147.6781996,89.93296715
OD-4-48820,Credit Card,210,NCN53,OUT018,13-11-2023,5,23.64817326,1.518936784
OD-5-42400,Cash,367,FDB05,OUT019,16-04-2022,2,55.01119411,45.53948879
OD-4-59834,Credit Card,400,FDS23,OUT018,31-03-2022,4,421.9002223,218.3381053
OD-4-53999,Cash,445,FDB05,OUT018,01-12-2022,5,78.25460112,20.50091989
OD-5-28783,Cash,252,FDJ10,OUT019,28-09-2023,2,32.19175988,0.479469052
OD-5-18339,Cash,374,FDP40,OUT019,02-03-2023,4,34.88180534,32.70094972
OD-4-2209,Credit Card,413,FDS23,OUT018,21-10-2023,5,421.9002223,338.6665658
OD-2-22841,Debit Card,248,FDB05,OUT013,18-09-2022,4,67.97211434,32.63086746
OD-4-34532,Debit Card,340,FDU11,OUT018,07-12-2022,3,48.64363088,29.91054353
OD-4-43209,Cash,481,FDJ10,OUT018,06-11-2023,2,100.8737031,71.42300868
OD-1-20295,Credit Card,148,DRK37,OUT010,27-10-2023,1,35.22690415,15.01705519
OD-3-50377,Cash,445,FDF50,OUT017,24-02-2024,5,83.66445872,46.9991465
OD-2-44612,Cash,146,FDJ10,OUT013,06-08-2023,2,26.21847015,18.51911324
OD-4-68767,Credit Card,329,FDP40,OUT018,12-11-2022,4,34.42402725,3.155405154
OD-1-21895,Credit Card,354,FDS23,OUT010,22-02-2023,5,313.6433547,14.5497256
OD-3-37464,Credit Card,241,DRE12,OUT017,21-05-2022,2,46.75249255,35.39020673
OD-4-16724,Credit Card,319,FDJ10,OUT018,05-11-2022,4,100.8737031,21.85718279
OD-1-35820,Debit Card,370,FDX49,OUT010,22-01-2023,4,65.21470636,0.496002977
OD-4-73663,Credit Card,364,NCU30,OUT018,27-11-2022,4,288.2553715,27.80567534
OD-3-20446,Credit Card,421,FDF50,OUT017,05-01-2023,2,83.66445872,8.829807818
OD-1-26328,Debit Card,142,FDJ10,OUT010,11-04-2022,4,30.21009824,28.71747397
OD-5-28128,Debit Card,385,DRF23,OUT019,07-10-2023,3,57.34325593,30.48934506
OD-3-60327,Debit Card,409,FDP03,OUT017,22-01-2023,2,21.09502954,11.79791217
OD-2-46496,Credit Card,129,NCK06,OUT013,20-04-2023,4,45.83808551,15.45227493
OD-1-4093,Credit Card,487,DRK37,OUT010,29-11-2022,4,35.22690415,17.53195468
OD-4-34221,Credit Card,175,FDX49,OUT018,12-10-2023,1,31.27872377,12.32874391
OD-2-24033,Cash,263,FDW02,OUT013,27-04-2022,3,147.6781996,91.44995789
OD-1-48382,Debit Card,248,FDJ10,OUT010,28-08-2023,4,30.21009824,28.07163729
OD-5-64516,Debit Card,219,DRF23,OUT019,09-06-2023,1,57.34325593,5.478815487
OD-5-30422,Debit Card,159,FDB05,OUT019,21-01-2024,1,55.01119411,13.04792369
OD-3-5413,Debit Card,277,FDY24,OUT017,17-10-2022,3,489.9469666,327.6370928
OD-2-50877,Cash,292,NCN53,OUT013,16-05-2022,5,44.12001739,39.71663647
OD-2-72771,Credit Card,301,FDP03,OUT013,14-02-2023,2,24.15452268,22.69860029
OD-1-45241,Credit Card,236,FDX35,OUT010,17-01-2023,1,39.20682726,24.66127949
OD-4-40325,Credit Card,128,FDU11,OUT018,15-01-2024,3,48.64363088,18.66953784
OD-5-5373,Credit Card,233,DRF23,OUT019,20-05-2022,4,57.34325593,47.01972377
OD-1-55990,Debit Card,179,NCU30,OUT010,13-08-2022,2,190.8290517,152.8302187
OD-5-64603,Credit Card,412,FDB05,OUT019,01-08-2023,3,55.01119411,25.86029888
OD-2-71403,Credit Card,452,FDJ10,OUT013,09-09-2023,2,26.21847015,20.4404373
OD-4-38586,Cash,102,NCK06,OUT018,03-09-2023,1,60.79252454,8.048033993
OD-5-41181,Debit Card,180,FDT48,OUT019,01-03-2023,1,451.8740318,8.70578404
OD-2-21302,Credit Card,333,DRE12,OUT013,18-11-2023,3,43.7959606,14.03462094
OD-1-24620,Cash,433,NCK06,OUT010,19-05-2023,3,88.49748541,46.7884883
OD-4-13343,Debit Card,461,FDF50,OUT018,05-11-2023,3,53.33961269,17.52896193
OD-4-61381,Credit Card,333,NCN53,OUT018,11-04-2022,4,23.64817326,11.32198809
OD-3-14164,Credit Card,269,FDT48,OUT017,12-08-2023,2,222.2090943,6.621347206
OD-1-27066,Cash,381,FDP03,OUT010,22-01-2023,1,6.860398537,0.138229929
OD-5-12831,Debit Card,470,FDY24,OUT019,03-03-2023,2,381.3781884,194.7905688
OD-2-76545,Cash,399,FDY24,OUT013,11-02-2024,1,459.3341727,381.7810336
OD-1-30168,Credit Card,332,FDP40,OUT010,25-08-2023,5,20.9340788,0.071995563
OD-5-54314,Credit Card,496,FDJ10,OUT019,19-12-2023,5,32.19175988,25.3635626
OD-5-51496,Debit Card,434,FDW02,OUT019,09-01-2023,1,181.9553208,27.24109164
OD-3-47459,Debit Card,351,FDS23,OUT017,04-10-2023,1,232.6511894,126.4780404
OD-1-61970,Debit Card,189,FDB05,OUT010,04-06-2023,5,28.03477811,4.159069078
OD-1-68887,Debit Card,450,DRE12,OUT010,01-06-2022,1,43.82929381,20.43981776
OD-2-69649,Credit Card,275,FDY24,OUT013,08-01-2024,3,459.3341727,295.6058725
OD-2-17270,Credit Card,369,FDX35,OUT013,03-03-2023,2,31.36302106,6.264556886
OD-5-20170,Cash,465,FDW25,OUT019,05-11-2023,4,327.5622326,316.1344398
OD-4-72594,Cash,287,NCK06,OUT018,08-10-2022,5,60.79252454,53.39219624
OD-3-29742,Cash,329,FDJ10,OUT017,07-05-2022,5,39.92726545,27.11508113
OD-5-53637,Credit Card,241,FDP03,OUT019,29-08-2023,4,5.563407482,4.273417579
OD-1-62671,Credit Card,322,FDW02,OUT010,23-12-2022,2,282.7576445,194.1017356
OD-5-8620,Credit Card,496,FDB05,OUT019,13-05-2022,2,55.01119411,40.45245941
OD-2-28376,Debit Card,299,FDP40,OUT013,03-01-2023,1,46.91868704,2.752993865
OD-3-15216,Credit Card,452,DRF23,OUT017,29-10-2023,2,47.62581804,24.59500325
OD-4-46939,Cash,161,FDB05,OUT018,14-06-2022,1,78.25460112,16.95923566
OD-2-35820,Debit Card,361,FDS45,OUT013,19-08-2023,5,207.6605809,185.6852831
OD-5-51632,Debit Card,429,FDF50,OUT019,21-10-2023,3,61.06231589,1.283186447
OD-4-14801,Debit Card,330,FDF50,OUT018,28-02-2023,4,53.33961269,21.60157501
OD-1-48615,Credit Card,296,FDP03,OUT010,29-03-2022,4,6.860398537,5.55907203
OD-1-23232,Debit Card,158,NCU30,OUT010,23-08-2023,4,190.8290517,113.9223549
OD-5-22823,Credit Card,357,FDX35,OUT019,05-08-2022,3,31.24733862,16.79435751
OD-4-8094,Cash,453,DRF23,OUT018,22-06-2023,5,92.52553193,81.24947762
OD-3-8887,Credit Card,486,FDP40,OUT017,24-02-2024,5,18.15730745,3.174363293
OD-5-75568,Credit Card,327,FDF50,OUT019,15-11-2022,4,61.06231589,18.39741877
OD-5-50014,Credit Card,395,DRK37,OUT019,21-04-2022,1,34.46407009,3.186823567
OD-2-70221,Debit Card,225,NCN53,OUT013,17-07-2022,4,44.12001739,42.32064415
OD-2-71995,Cash,256,FDY24,OUT013,25-02-2023,2,459.3341727,161.3889378
